图片路径,商品,重量,数量,包装尺寸(cm),进货价,目标利润率,广告占比,空运售价(SGD),真实售价,硬成本(RMB),竞品价(SGD),文案,备注,采购链接,Shopee竞品链接,SKU配置,时间,空运利润(RMB),海运售价(SGD),海运利润(RMB),链接,暴利模式净赚(RMB),链接/来源
db_images/019猫狗洗澡手套_1763949402.png,019猫狗洗澡手套,0.3,1,16.0x4.5x22.0,39.0,15.0%,0.0%,18.4,25.0,79.0,40.1,"Pet Bathing Glove

Overview

This pet bathing glove is specially designed for dogs and cats, integrating three functions: scrubbing, massaging, and grooming. Made of thickened material, it features bite-resistant and scratch-resistant properties, making the pet bathing process safer and more efficient, and ensuring a more secure shopping experience.

Core Features

• Multi-Functional Design: Combines scrubbing, massaging, and grooming in one glove. During bathing, it can simultaneously remove dirt, promote blood circulation, and detangle fur, enhancing the overall bathing experience.

• Thickened & Protective: Crafted from thick, durable material, it effectively resists scratches and bites from pets, extending its lifespan and protecting the owner’s hands.

• Skin-Friendly & Comfortable: The glove fits snugly on the hand and is made of soft, skin-friendly fabric that won’t irritate your pet’s skin, helping to reduce stress during bath time.

• Easy to Use: Simply slip it on your hand—no additional tools required. Perfect for daily home use when bathing your dog or cat.

Specifications

• Suitable For: Dogs, cats

• Type: Pet bathing glove (3-in-1: scrub, massage, groom)

After-Sales & Logistics

• Specific delivery time and shipping costs are subject to the product detail page

Click the link to place your order and give your pet a more comfortable and safe bathing experience—while making bath time easier for you!",重量和尺寸暂未亲自核实，仅为商家告知。,https://mobile.yangkeduo.com/goods2.html?ps=qGHmLjkExr,https://sg.shp.ee/CrqWQCS,"[{""name"": ""1\u4ef6\u88c5"", ""qty"": 1, ""cost"": 39.0, ""profit"": 0.15, ""fixed_price"": 25.0, ""comp_price"": 40.1}]",11-24 09:56,,,,,,
db_images/018宠物口腔清新喷雾_1763949049.png,018宠物口腔清新喷雾,0.2,1,0.0x0.0x0.0,30.0,15.0%,0.0%,16.37,23.0,70.0,24.0,"Overview

This pet oral spray is a dental care product specially designed for cats and dogs. Added with lysozyme, it has both bacteriostatic and deodorizing functions. It can specifically improve pet bad breath, is easy to use, and provides protection for pets' oral health.

Core Features

• Dual Effects of Bacteriostasis and Deodorization: Contains lysozyme, which can inhibit the growth of harmful bacteria in the mouth, and quickly neutralize oral odors at the same time, effectively improving pet bad breath and freshening breath.

• Pet-Specific Design: Developed for the oral structure and physiological characteristics of cats and dogs, the spray form is easy to adhere. No forced operation is required, reducing pets' stress reactions.

• Convenient and Efficient Use: Adopts a spray design. It can be used by directly spraying into the pet's mouth, without complicated steps such as brushing teeth. It saves time and is suitable for daily oral care.

• Mild and Safe Ingredients: The formula is mild and non-irritating, will not damage the pet's oral mucosa, and can be used with confidence for a long time.

Specifications

• Suitable For: Cats, dogs

• Type: Pet oral care spray (contains lysozyme, bacteriostatic and deodorizing type)

After-Sales & Logistics

• Genuine product guaranteed, worry-free shopping

• Specific delivery time and freight are subject to the product detail page

Promotion Information

Click the link to place an order, easily solve the trouble of pet bad breath. Daily oral care is efficient and hassle-free, and the genuine guarantee makes you more at ease！",重量和尺寸暂未亲自核实，仅为商家告知。,https://mobile.yangkeduo.com/goods.html?ps=EA0FW3wH32,https://sg.shp.ee/3J9SDD8,"[{""name"": ""\u4e24\u74f6\u88c5"", ""qty"": 1, ""cost"": 30.0, ""profit"": 0.15, ""fixed_price"": 23.0, ""comp_price"": 24.0}]",11-24 09:50,,,,,,
db_images/017宠物免洗泡沫_1763948562.png,017宠物免洗泡沫,0.95,1,15.0x8.0x20.0,37.0,15.0%,0.0%,17.95,22.0,77.0,24.32,"Pet No-Rinse Foam

Overview

This pet no-rinse foam is a dry cleaning product specially designed for pets such as cats, dogs (e.g., Teddy), and rabbits. It has deodorizing and long-lasting fragrance functions, allowing pet cleaning to be completed without water washing. It is easy to use and provides an efficient solution for daily pet cleaning.

Core Features

• No-Rinse Convenience: With a foam (mousse) texture, it requires no water washing. Simply apply and wipe to clean pet hair, especially suitable for pets that are inconvenient to bathe or emergency cleaning scenarios.

• Multi-Effect Care: Integrating cleaning, deodorizing, and fragrance-retaining functions, it can remove odors from pets' bodies, and the fragrance lasts long, keeping pets clean and fresh.

• Suitable for Multiple Pets: Applicable to various pets including cats, dogs (including breeds like Teddy), and rabbits. It has strong versatility and meets the needs of different pet families.

• Gentle and Safe: Specifically designed for pets, it has mild ingredients that are not easy to irritate pets' skin, ensuring safe use.

Specifications

• Suitable For: Cats, dogs (e.g., Teddy), rabbits

• Type: Pet no-rinse foam (dry cleaning mousse / body wash)

After-Sales & Logistics

• Specific delivery time and freight are subject to the product detail page

Click the link to place an order, providing your pet with a convenient dry cleaning experience. It can easily remove odors without water washing, and is more cost-effective as it is suitable for multiple pets!",重量和尺寸暂未亲自核实，仅为商家告知。,https://mobile.yangkeduo.com/goods1.html?ps=MIAeHco3Zo,https://sg.shp.ee/YzLyKj9,"[{""name"": ""1\u4ef6\u88c5"", ""qty"": 1, ""cost"": 37.0, ""profit"": 0.15, ""fixed_price"": 22.0, ""comp_price"": 24.32}]",11-24 09:42,,,,,,
db_images/016实木猫爬架猫窝猫树一体日系剑麻柱形太空舱大型猫架子高层不占空_1763947882.png,016实木猫爬架猫窝猫树一体日系剑麻柱形太空舱大型猫架子高层不占空,9.0,1,48.0x48.0x29.0,198.0,15.0%,0.0%,105.13,133.0,452.0,136.0,"Solid Wood and Rattan Cat Tree (2025 New Arrival)

Overview

This cat tree is a 2025 new product, made of solid wood and rattan materials. It integrates the functions of a cat tree, cat bed, and sisal scratching post. Specifically designed for small apartments, it saves space and can meet cats' needs for climbing, resting, and scratching. It is a practical cat household product.

Core Features

• Multi-Functional Integration: Combines a cat tree, cat bed, and scratching post, providing multiple uses such as climbing, playing, resting, sleeping, and claw grinding. No need to purchase additional cat supplies.

• Small Apartment Adaptation: Compact design that doesn't take up much home space, suitable for placement in small apartments, balancing practicality and space utilization.

• High-Quality Materials: Features a solid wood frame for stability and durability; paired with a rattan cat bed for breathability and comfort; the sisal scratching post is wear-resistant, satisfying cats' natural claw-grinding instinct.

• Export-Quality: Complies with relevant quality standards, with exquisite craftsmanship, ensuring safe and reliable use.

Specifications

• Suitable For: Cats

• Materials: Solid wood, rattan, sisal

• Type: Multi-functional integrated cat tree (including cat bed and scratching post)

After-Sales & Logistics

• Specific delivery time and freight are subject to the product detail page

Promotion Information

Click the link to place an order, giving your cat an exclusive space that combines play, rest, and claw grinding—easily accommodated even in small apartments!",重量和尺寸暂未亲自核实，仅为商家告知。,https://detail.1688.com/offer/883966729086.html?spm=a262uh.11734178.favorite-offers-offer-list-offer7.2.52422ef6LN2zrC,https://sg.shp.ee/5cu2uYE,"[{""name"": ""1\u4ef6\u88c5"", ""qty"": 1, ""cost"": 198.0, ""profit"": 0.15, ""fixed_price"": 133.0, ""comp_price"": 136.0}]",11-24 09:31,,,,,,
db_images/015宠物电推剪电动推子狗狗推毛器猫咪剃毛器理发器狗剪毛理发剪-淘宝网_1763913418.png,015宠物电推剪电动推子狗狗推毛器猫咪剃毛器理发器狗剪毛理发剪-淘宝网,0.5,1,21.5x13.5x6.5,16.5,15.0%,0.0%,14.37,14.5,59.5,12.0,"Pet Electric Hair Clippers

Overview

This pet electric hair clipper (electric trimmer) is a hair-cutting tool specially designed for dogs and cats. It combines the functions of hair pushing, shaving, and hair cutting, which can conveniently handle pets' hair, meet the daily needs of pet hair trimming, and is a practical pet grooming tool.

Core Features

	•	Multi-Purpose Trimming: Integrates the functions of hair pushing, shaving, and hair cutting. It can trim hair on different parts of pets according to needs, without the need for additional matching of multiple tools.

	•	Pet-Specific Design: Designed according to the hair texture and skin characteristics of dogs and cats, it is not easy to scratch pets' skin during use and reduces pets' stress reactions.

	•	Easy Operation: As an electric trimmer, it is simple and easy to use, suitable for daily pet hair trimming at home, without the need for professional grooming skills.

Specifications

	•	Suitable For: Dogs, cats

	•	Type: Pet-specific electric hair clippers (electric trimmers / hair shavers / hair cutters)",,https://detail.1688.com/offer/705157257065.html?_t=1756213174028&spm=a2615.7691456/2506.co_1_0_wangpu_score_0_0_0_0_0_0_0000_0.0,https://sg.shp.ee/u3Z6QbU，https://sg.shp.ee/7d2XvUv,"[{""name"": ""\u8584\u5200\u5ba0\u7269\u526a\u2014\u2014\u9676\u74f7\u5200\u6807\u914d"", ""qty"": 1, ""cost"": 16.5, ""profit"": 0.15, ""fixed_price"": 14.5, ""comp_price"": 12.0}, {""name"": ""\u8584\u5200\u5ba0\u7269\u526a\u3010\u7f8e\u5bb95\u4ef6\u5957+\u94a2\u68b3\u3011\u9676\u74f7\u5200"", ""qty"": 1, ""cost"": 24.5, ""profit"": 0.15, ""fixed_price"": 17.0, ""comp_price"": 18.96}]",11-23 23:56,,,,,,
db_images/014.2宠物烘干箱小型吹风机烘干袋配套吹风_1763913275.png,014.2宠物烘干箱小型吹风机烘干袋配套吹风,0.5,1,0.0x0.0x0.0,13.0,15.0%,0.0%,14.25,14.5,59.0,14.6,,,https://mobile.yangkeduo.com/goods.html?ps=Pq8V3VOWIa,https://sg.shp.ee/pfXX4pC,"[{""name"": ""1\u4ef6\u88c5"", ""qty"": 1, ""cost"": 13.0, ""profit"": 0.15, ""fixed_price"": 14.5, ""comp_price"": 14.6}]",11-23 23:54,,,,,,
db_images/014.1宠物烘干箱小型吹风机烘干袋 猫咪狗狗吹毛吹干 洗澡烘干_1763912707.png,014.1宠物烘干箱小型吹风机烘干袋 猫咪狗狗吹毛吹干 洗澡烘干,1.0,1,0.0x0.0x0.0,41.05,15.0%,0.0%,20.19,21.0,87.05,20.98,"Pet-Specific Drying Cabinet

Overview

This pet-specific drying cabinet integrates drying and hair-blowing functions, and includes a drying bag design. It is a home-use hair-drying tool for dogs and cats after bathing, suitable for small pets. It can safely and efficiently dry pets' hair, is easy to use, and provides support for pet cleaning and care.

Core Features

	•	Multi-Functional Drying: Combines drying and hair-blowing functions, no need to match an additional hair dryer. It can quickly remove moisture from pets' hair to prevent pets from catching cold, and is especially suitable for pets whose hair is difficult to dry after bathing.

	•	Drying Bag Design: Equipped with a drying bag, it can wrap pets to reduce hair splashing. At the same time, it creates a relatively enclosed drying environment, improves drying efficiency, and keeps the home tidy.

	•	Suitable for Small-Sized Home Use: Compact in size, suitable for placement and use in home scenarios. Designed for small pets, it has high space adaptability and does not take up too much space during operation.

	•	Safe and Convenient: It operates gently, reducing pets' stress reactions to drying equipment. The operation is simple, and no professional skills are required to use it.

Specifications

	•	Suitable For: Dogs, cats (mainly small pets; specific applicable sizes are subject to the product detail page)

	•	Type: Pet-specific drying cabinet (includes drying bag, with hair dryer function)

	•	Specific shipping time and freight are subject to the product detail page

Promotion Information

Click the link to place an order, providing small pets with a safe drying experience that can be enjoyed at home. Say goodbye to the trouble of blowing hair, and make cleaning and care easier!",,https://detail.1688.com/offer/897129533091.html?spm=a262uh.11734178.favorite-offers-offer-list-offer1.2.291a2ef6lLbPS9,https://sg.shp.ee/uNy9jqk,"[{""name"": ""\u4e2d\u53f7"", ""qty"": 1, ""cost"": 41.05, ""profit"": 0.15, ""fixed_price"": 21.0, ""comp_price"": 20.98}, {""name"": ""\u5927\u53f7"", ""qty"": 1, ""cost"": 43.43, ""profit"": 0.15, ""fixed_price"": 22.0, ""comp_price"": 21.75}, {""name"": ""\u8d85\u5927\u53f7"", ""qty"": 1, ""cost"": 47.23, ""profit"": 0.15, ""fixed_price"": 23.0, ""comp_price"": 22.96}]",11-23 23:45,,,,,,
db_images/013宠物吹洗一体吹水机1688_1763912119.png,013宠物吹洗一体吹水机1688,3.7,1,36.5x19.0x27.0,235.0,15.0%,0.0%,76.41,96.0,337.1,102.0,"Pet 2-in-1 Blowing & Suction Hair Dryer

Overview

This pet hair dryer adopts a 2-in-1 blowing and suction design with high-power performance. It is a specialized hair-drying tool for dogs (especially large breeds) and cats after bathing, which can efficiently meet the needs of drying pet hair. It is easy to use and provides reliable support for pet cleaning and care.

Core Features

• 2-in-1 Blowing & Suction Function: Integrates blowing and suction functions. It not only dries pet hair quickly but also cleans up loose hair that falls off during the hair-drying process, keeping the environment tidy.

• High-Power Adaptability: With strong power, sufficient wind force, and fast wind speed, it can easily penetrate the thick hair of large dogs, shorten drying time, and prevent pets from catching cold due to long-term hair drying.

• Suitable for Multiple Pets: Compatible with dogs (including large breeds) and cats, adapting to the hair-drying needs of pets of different sizes, with strong versatility.

• Easy Operation: Specifically designed for pet care, it is simple to operate, can reduce pets' stress reactions during use, and improve the hair-drying experience.

Specifications

• Suitable For: Dogs (including large breeds), cats

• Type: 2-in-1 blowing & suction pet hair dryer (high-power)

After-Sales & Logistics

• Specific shipping time and freight are subject to the product detail page

Promotion Information

Click the link to place an order, providing your pet (especially large dogs) with an efficient and hassle-free hair-drying experience. It can also clean loose hair at the same time, achieving two goals with one action!",重量和尺寸暂未亲自核实，仅为商家告知。,https://detail.1688.com/offer/768494353115.html?_t=1756027273801&spm=a2615.7691456.co_1_0_wangpu_score_0_0_0_0_0_0_0000_0.0,无,"[{""name"": ""1\u4ef6\u88c5"", ""qty"": 1, ""cost"": 235.0, ""profit"": 0.15, ""fixed_price"": 96.0, ""comp_price"": 102.0}]",11-23 23:33,,,,,,
db_images/012宠物吹水机1688_1763911540.png,012宠物吹水机1688,3.7,1,36.5x19.0x27.0,185.0,15.0%,0.0%,67.0,67.0,287.1,62.0,"Pet Hair Dryer (Blower)

Overview

This pet hair dryer is a specialized hair-drying device for dogs, compatible with both commercial and home scenarios. It features high power and quiet operation, and is also suitable for cats. It can efficiently dry pet hair, making it a practical tool for drying pets' hair after bathing, ensuring safe and reliable use.

Core Features

	•	High-Power & Efficient Drying: With strong power, sufficient wind force, and even heating, it can quickly penetrate pets' thick fur, shorten drying time, and prevent pets from catching cold. It is especially suitable for dogs with thick coats.

	•	Quiet Design: It operates with low noise, reducing pets' fear of hair-drying equipment, lowering stress reactions, and improving the comfort of the hair-drying process.

	•	Two-Scenario Adaptation: It meets both commercial needs (such as pet salons) and home needs, with stable performance to satisfy pet hair care requirements in different scenarios.

	•	Multi-Pet Compatibility: Although it is mainly designed for dogs, it is also suitable for cats. One device can meet the hair-drying needs of multi-pet families.

Specifications

	•	Suitable For: Dogs (main target), cats

	•	Type: High-power quiet pet hair dryer (for both commercial and home use)

After-Sales & Logistics

	•	Specific shipping time and freight are subject to the product detail page

Promotion Information

Click the link to place an order. Whether for daily home care or professional commercial needs, it can provide pets with an efficient and quiet hair-drying experience, and it is more cost-effective for multi-scenario use!",重量和尺寸暂未亲自核实，仅为商家告知。,https://detail.1688.com/offer/688959932012.html?spm=a262uh.11734178.favorite-offers-offer-list-offer1.2.52422ef60Wg0sY,https://sg.shp.ee/8ry2KCn,"[{""name"": ""1\u4ef6\u88c5"", ""qty"": 1, ""cost"": 185.0, ""profit"": 0.15, ""fixed_price"": 67.0, ""comp_price"": 62.0}]",11-23 23:25,,,,,,
db_images/011艾主人宠物吹水机狗狗吹风机美毛机烘干机一体机洗澡专用神器吹毛_1763909191.png,011艾主人宠物吹水机狗狗吹风机美毛机烘干机一体机洗澡专用神器吹毛,4.67,1,41.5x20.0x31.8,299.0,15.0%,0.0%,95.82,168.0,423.41,0.0,"Pet Hair Dryer (Blower)

Overview

This pet hair dryer combines the functions of a blower, hair beauty machine, and dryer. It is a specialized hair-drying tool for dogs after bathing, capable of quickly drying pet hair while also having a hair-beautifying effect, providing convenience for pet cleaning and care.

Core Features

	•	Multi-functional Integration: Integrates functions of water blowing, drying, and hair beautifying. One machine meets multiple needs of pet hair care after bathing, without the need for additional equipment.

	•	Efficient Drying: With strong wind power and appropriate temperature, it can quickly penetrate thick pet hair, shorten drying time, and prevent pets from catching cold.

	•	Hair Beauty Care: It can comb hair during the drying process, making the hair smoother and fluffier, with both drying and care effects.

	•	Specialized Design: Designed according to the characteristics of pet hair, it is safe and convenient to use, reducing pets' stress reactions.

Specifications

	•	Suitable For: Mainly applicable to dogs (specific suitable sizes are subject to the product detail page)

	•	Type: Integrated machine of hair dryer (blower), hair beauty machine, and dryer

After-Sales & Logistics

	•	Guaranteed genuine products, worry-free shopping

	•	Specific delivery time and freight are subject to the product detail page

Promotion Information

Click the link to place an order, giving your pet an efficient and comfortable hair-drying experience, with the assurance of genuine products for greater peace of mind!",重量和尺寸暂未亲自核实，仅为商家告知。,https://detail.tmall.com/item.htm?id=684732359191&pisk=gVFElKAki6CUhqK1Olhy0iYo3fGKTbSj-7iSrz4oRDm3dz0oalq5JDalvuPrjl8CvJiSaurz4Di3d0Gz4camADZSt0rzXl2QO0NzBQzYyW_KNwhLJbhlci1jayUKwAno4hNEjd08SBxnrOGMvlPQdi1fGyBnJbaGc7sw8XgZlQcoKYxgSc3m-QqoKAviX43kx4Ah7Pmtj2xoqQfMIq3XEeqorF0io43kt2vns10Sj0coZu4G74iiqbcuqPcF-SVJb4MhSwD8FbQmvvo0-cR4W5u3LpUEb_fz_0MEmIiwZQVZ8z5AB0dVFm2xAxiTj1OEaP0z0qrejGlu7WFqIWj9aoranfuTBgJr084QH8DN-64ZTDk41ATHUXyuv7kLLUQYSXqTHmHhBG3aOSMrDA-GxPaZxxyzAGdoA-zgbxN6fIGgoRlN4Zx-SmYUww4kUv0t7m_N7dsXhRyLfmAXeLHdJVof-vvJev0t7m_N7Lp-pk3ZcwDh.&spm=tbpc.mytb_itemcollect.item.goods&upStreamPrice=26900,https://sg.shp.ee/4tskm2W,"[{""name"": ""\u57fa\u7840\u6b3e"", ""qty"": 1, ""cost"": 299.0, ""profit"": 0.15, ""fixed_price"": 168.0, ""comp_price"": 0.0}, {""name"": ""\u57fa\u7840\u6b3ePro"", ""qty"": 1, ""cost"": 348.0, ""profit"": 0.15, ""fixed_price"": 188.0, ""comp_price"": 0.0}, {""name"": ""\u7ecf\u5178\u6b3e"", ""qty"": 1, ""cost"": 369.0, ""profit"": 0.15, ""fixed_price"": 189.0, ""comp_price"": 189.55}, {""name"": ""\u7ecf\u5178\u6b3e\uff08\u914d\u6536\u7eb3\u888b\uff09"", ""qty"": 1, ""cost"": 389.0, ""profit"": 0.15, ""fixed_price"": 200.0, ""comp_price"": 203.29}, {""name"": ""\u7ecf\u5178\u6b3ePro"", ""qty"": 1, ""cost"": 459.0, ""profit"": 0.15, ""fixed_price"": 205.0, ""comp_price"": 207.65}, {""name"": ""\u7ecf\u5178\u6b3ePro-\uff08pdd\u7f3a\u8d27\uff09"", ""qty"": 1, ""cost"": 424.0, ""profit"": 0.15, ""fixed_price"": 200.0, ""comp_price"": 0.0}, {""name"": ""\u65d7\u8230\u6b3e"", ""qty"": 1, ""cost"": 519.0, ""profit"": 0.15, ""fixed_price"": 255.0, ""comp_price"": 260.4}, {""name"": ""\u65d7\u8230\u6b3e\uff08\u914d\u6536\u7eb3\u888b\uff09"", ""qty"": 1, ""cost"": 529.0, ""profit"": 0.15, ""fixed_price"": 260.0, ""comp_price"": 265.42}]",11-23 22:46,,,,,,
